Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
4,49.85714286,0,0,94,4804.834524,0.008843537,0.023561816,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,14,536,0,0.01025641,0,0,Dec,1,1,3,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,0,0.2,0.2,0,0,Nov,1,1,4,10,Returning_Visitor,TRUE,FALSE
2,41.75,2,30,25,596.075,0.001538462,0.02014652,0,0,Nov,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,28,2076.966667,0.003846154,0.017948718,0,0,Dec,2,2,8,2,Returning_Visitor,FALSE,FALSE
2,126.75,0,0,22,2281.583333,0.02969697,0.043686869,0,0,Dec,3,2,2,3,Returning_Visitor,FALSE,FALSE
1,2,0,0,143,5149.434919,0.004195804,0.014489415,0,0,Nov,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,1,41.5,98,2400.037843,0.000183655,0.011646771,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
2,67,0,0,10,234.6384615,0.054545455,0.064935065,0,0,Nov,3,2,3,13,Returning_Visitor,TRUE,FALSE
0,0,0,0,21,947.3928571,0.01,0.033333333,0,0,Dec,1,1,1,10,Returning_Visitor,TRUE,FALSE
0,0,0,0,5,186.5,0,0.04,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,1,62.5,67,2876.441667,0.015196078,0.027326203,0,0,Dec,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,478.5,0,0.02,0,0,Nov,4,1,1,2,New_Visitor,FALSE,FALSE
3,29.75,0,0,12,398.9803922,0,0.005555556,50.51764193,0,Nov,2,2,2,2,New_Visitor,FALSE,TRUE
4,122.25,0,0,45,2007.522619,0.013043478,0.018657031,0,0,Nov,1,1,4,2,Returning_Visitor,FALSE,FALSE
7,60.29166667,0,0,8,108.5,0.013333333,0.048666667,0,0,Dec,2,2,2,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,246.5,0.125925926,0.138888889,0,0,Nov,1,1,3,1,Returning_Visitor,FALSE,FALSE
7,131.8333333,0,0,63,2074.611111,0.010793651,0.02000962,0,0,Dec,3,2,3,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,291,0,0.033333333,0,0,Nov,2,6,7,1,Returning_Visitor,FALSE,FALSE
1,4,4,123.3333333,79,2387.139881,0.028733963,0.046198341,0,0,Nov,3,2,1,13,Returning_Visitor,TRUE,FALSE
1,56.5,0,0,16,541.875,0,0.0125,15.14864831,0,Nov,2,4,9,8,New_Visitor,FALSE,TRUE
0,0,0,0,5,187.5,0,0.04,0,0,Dec,2,5,8,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,28,341.4583333,0,0.007407407,0,0,Dec,2,4,3,10,New_Visitor,FALSE,FALSE
0,0,0,0,12,173.5,0,0.008333333,0,0,Dec,2,2,2,2,Returning_Visitor,FALSE,FALSE
2,84,0,0,30,597.6330532,0.006666667,0.005925926,0,0,Nov,1,8,1,11,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,69,0,0.05,0,0,Nov,3,2,1,3,Returning_Visitor,FALSE,FALSE
3,548.5,0,0,9,117,0,0.016666667,0,0,Nov,2,4,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,10,294.75,0,0.03,0,0,Dec,1,1,3,8,New_Visitor,FALSE,FALSE
3,19.25,0,0,8,713.5833333,0,0.046969697,0,0,Nov,3,2,1,10,Returning_Visitor,TRUE,FALSE
1,2,0,0,79,1319.547421,0.005128205,0.00962556,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
5,63,0,0,27,458.5,0,0.005952381,0,0,Dec,2,2,6,2,New_Visitor,TRUE,FALSE
0,0,0,0,3,41.5,0.066666667,0.133333333,0,0,Nov,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,14,267.25,0,0.021428571,0,0,Nov,3,2,1,11,New_Visitor,TRUE,FALSE
0,0,0,0,17,1059.575,0,0.011764706,62.76294758,0,Nov,2,2,1,2,New_Visitor,FALSE,TRUE
0,0,0,0,21,173,0.00952381,0.023809524,0,0,Dec,1,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,FALSE
2,14,0,0,65,2130.447802,0.016923077,0.024589744,20.60235987,0,Nov,3,2,1,1,Returning_Visitor,FALSE,FALSE
2,58.5,0,0,37,1351.908333,0.005405405,0.018670099,5.464243549,0,Dec,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,24.5,0,0.1,0,0,Dec,2,4,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,561.5,0,0.05,0,0,Dec,2,4,7,20,Returning_Visitor,FALSE,FALSE
0,0,0,0,39,805.7916667,0.007692308,0.013846154,0,0,Dec,2,2,4,1,Returning_Visitor,FALSE,FALSE
5,140.5833333,2,87,69,1918.902722,0.003424658,0.021575342,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,FALSE
1,492.1666667,0,0,63,4518.297619,0.012698413,0.039761905,8.137274079,0,Nov,2,2,2,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,33,2199.5,0,0.008080808,0,0,Dec,2,2,6,2,New_Visitor,FALSE,FALSE
4,63.875,1,0,43,1329.686508,0.015646259,0.036603499,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE,TRUE
4,104,0,0,8,243.5,0,0.016666667,0,0,Dec,2,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,8,166,0.0625,0.116666667,0,0,Nov,3,2,6,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,184.375,0,0.013333333,0,0,Nov,1,2,9,2,Returning_Visitor,FALSE,FALSE
1,51.5,0,0,21,730.15,0,0.012121212,0,0,Nov,2,2,4,2,New_Visitor,FALSE,FALSE
0,0,0,0,1,35.25,0,0.066666667,0,0,Nov,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,52,2180.217803,0,0.012515263,0,0,Dec,2,2,4,2,Returning_Visitor,FALSE,FALSE
6,109.6666667,0,0,7,86.16666667,0.006666667,0.051111111,0,0,Dec,2,5,7,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,11,1027,0,0.054545455,0,0,Nov,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,173.25,0.046153846,0.061538462,0,0,Dec,2,2,3,1,Returning_Visitor,FALSE,FALSE
4,588.2972222,0,0,13,631.0674603,0.007058824,0.033529412,0,0,Nov,2,12,7,2,Returning_Visitor,FALSE,FALSE
1,9,1,29.5,23,1157.583333,0.007692308,0.053846154,0,0,Nov,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,129.5,0,0.05,0,0,Dec,8,13,9,20,Other,FALSE,FALSE
6,72.01960784,4,343,157,4461.28524,8.08E-05,0.007018826,31.85608032,0,Dec,2,4,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,5,1377.25,0.18,0.186666667,0,0,Nov,3,2,6,1,Returning_Visitor,FALSE,FALSE
6,265.0416667,0,0,59,2934.236722,0.006666667,0.022333333,6.099899016,0,Nov,1,2,1,2,Returning_Visitor,FALSE,FALSE
2,35.5,0,0,29,3296.65,0.009677419,0.021935484,18.25059634,0,Dec,4,2,9,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,1065.25641,0.020767196,0.054225865,0,0,Dec,1,1,8,1,Returning_Visitor,TRUE,FALSE
5,157.5,3,433.5,9,599.5,0,0.020833333,0,0,Nov,1,1,1,2,New_Visitor,FALSE,FALSE
4,537.5,0,0,12,748.9583333,0.0125,0.021875,0,0,Dec,2,5,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,8,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,566.8833333,0,0.035619048,0,0,Nov,2,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,2,89,188,5728.673611,0.003409759,0.01638112,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,203.25,0,0.028571429,0,0,Nov,1,1,3,3,Returning_Visitor,FALSE,FALSE
4,171.5,0,0,75,2416.060484,0.007699443,0.036664764,0,0,Nov,2,2,2,1,Returning_Visitor,FALSE,TRUE
2,21.25,0,0,15,305.2083333,0,0.010784314,0,0,Nov,2,4,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,335.4166667,0,0.018170426,0,0,Nov,1,1,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,33,960.125,0.006060606,0.019292929,0,0,Dec,2,6,1,3,Returning_Visitor,TRUE,FALSE
4,191.1666667,0,0,108,4656.331746,0.006456456,0.018326694,0,0,Nov,3,2,1,10,Returning_Visitor,FALSE,FALSE
2,98.75,0,0,24,683.1653846,0,0.011111111,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,823.5,0,0.066666667,0,0,Dec,2,2,3,8,Returning_Visitor,FALSE,FALSE
2,386,0,0,72,712.2960784,0,0.000913242,0,0,Nov,2,2,4,2,New_Visitor,FALSE,FALSE
0,0,0,0,10,279.3333333,0.02,0.025,0,0,Nov,3,2,9,2,New_Visitor,FALSE,FALSE
0,0,0,0,33,2193.541667,0,0.008602151,0,0,Nov,2,2,2,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,611.0833333,0,0.016666667,0,0,Dec,3,2,6,8,New_Visitor,FALSE,FALSE
0,0,0,0,2,14,0,0.1,0,0,Dec,2,2,2,2,Returning_Visitor,FALSE,FALSE
1,24.5,0,0,27,1792.466667,0,0.01469428,0,0,Dec,2,2,2,2,Returning_Visitor,FALSE,FALSE
8,162.4166667,2,102,25,357.1666667,0.007407407,0.015873016,0,0,Dec,4,1,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,1666.5,0,0.033333333,0,0,Nov,2,5,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,846.25,0,0.018181818,40.4014481,0,Dec,2,6,1,6,New_Visitor,FALSE,TRUE
0,0,0,0,6,129.5,0,0.033333333,0,0,Dec,2,2,1,11,New_Visitor,FALSE,FALSE
8,156.25,0,0,48,1481.108333,0.003773585,0.008176101,0,0,Dec,2,4,4,1,Returning_Visitor,FALSE,FALSE
1,95.33333333,0,0,16,819.3333333,0,0.015625,25.25564195,0,Dec,2,2,7,2,New_Visitor,FALSE,TRUE
1,51.5,0,0,12,549.25,0,0.015384615,0,0,Dec,2,2,2,2,New_Visitor,FALSE,FALSE
1,33.5,0,0,34,1181.85119,0,0.03515625,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,9,355.5,0.022222222,0.044444444,0,0,Nov,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Nov,3,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,230.1666667,0.033333333,0.038888889,0,0,Dec,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,2,193.5,29,2141.902778,0.029032258,0.042319508,0,0,Dec,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
7,490.5,0,0,43,1286.916667,0,0.01037037,0,0,Dec,2,2,3,1,New_Visitor,FALSE,FALSE
5,191.25,0,0,27,1109.25,0.013793103,0.024137931,9.022741507,0,Nov,2,6,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,7,3,1,Returning_Visitor,FALSE,FALSE
4,60.16666667,3,164.5,159,5608.913545,0.002453988,0.018075125,2.702517858,0,Dec,2,2,3,1,Returning_Visitor,FALSE,TRUE
9,234.4333333,0,0,20,590.5833333,0.025925926,0.040922619,0,0,Nov,2,2,7,1,Returning_Visitor,FALSE,FALSE
7,82.76666667,1,47,391,15025.23302,0.001515152,0.010140622,1.271406629,0,Nov,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,4,1,12,16,1012.964286,0.011764706,0.023529412,0,0,Dec,2,2,7,10,Returning_Visitor,FALSE,FALSE
5,70.33333333,0,0,29,1049.313889,0.025595238,0.054241071,0,0,Nov,3,2,3,2,Returning_Visitor,TRUE,FALSE
3,68.58333333,0,0,72,1781.191667,0.008219178,0.015174871,0,0,Nov,1,1,1,8,Returning_Visitor,TRUE,FALSE
6,294.0705128,6,1343.25,51,3472.870513,0.011866969,0.037170572,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
7,147.1666667,0,0,10,146,0.053333333,0.068888889,0,0,Dec,1,1,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,562,0.075,0.1,0,0,Dec,3,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,1369.775,0,0.014814815,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE,FALSE
15,317.0189394,3,126.75,238,9956.225533,0.0052,0.016955684,6.556237434,0,Nov,2,4,3,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,7,16,0,0.033333333,0,0,Dec,1,1,1,2,Returning_Visitor,TRUE,FALSE
5,190,0,0,12,307.6666667,0,0.013333333,0,0,Nov,2,2,9,8,New_Visitor,FALSE,FALSE
0,0,0,0,20,2403.25,0.01,0.03,0,0,Dec,2,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,6,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,773.2,0,0.0125,46.4748023,0,Nov,1,1,3,1,New_Visitor,FALSE,TRUE
5,110.95,0,0,23,448.25,0.024,0.043333333,0,0,Nov,3,2,8,11,Returning_Visitor,FALSE,FALSE
3,224.3,5,487,74,1845.958333,0.002531646,0.017679325,34.67841487,0,Nov,2,2,1,10,Returning_Visitor,TRUE,TRUE
0,0,4,147.5,45,1424.839744,0.012244898,0.031739553,0,0,Dec,1,1,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,1,1,1,1,Returning_Visitor,TRUE,FALSE
12,159.8958333,0,0,121,3648.5625,0.001927438,0.009409219,3.322866215,0,Nov,2,2,5,7,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,300.5,0.085714286,0.114285714,0,0,Nov,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,36,756.0416667,0.005555556,0.008950617,0,0,Nov,2,5,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,642,0,0.028571429,109.1211555,0,Dec,2,2,3,2,New_Visitor,FALSE,TRUE
3,110.5357143,7,330.2666667,10,396.3452381,0.011111111,0.031834215,0,0,Nov,3,2,4,2,Returning_Visitor,FALSE,FALSE
1,79,0,0,22,1017.166667,0.013043478,0.022318841,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE,FALSE
6,239.3333333,0,0,31,1875.169444,0,0.025324675,21.85958403,0,Nov,1,1,1,2,Returning_Visitor,FALSE,FALSE
2,16,0,0,43,821.275,0.015873016,0.024900794,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
1,390,0,0,26,1325.833333,0.007692308,0.025641026,0,0,Dec,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,228.625,0,0.015,0,0,Dec,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,38,1517.416739,0,0.004122807,0,0,Nov,4,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,44.5,0,0.05,0,0,Dec,2,2,8,2,Returning_Visitor,FALSE,FALSE
4,69.66666667,1,23,161,6524.035369,0.005050505,0.013944826,45.41882207,0,Nov,2,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0,0.1,0,0,Nov,2,6,1,3,Returning_Visitor,FALSE,FALSE
4,47.5,0,0,37,839.2083333,0.005263158,0.017105263,12.96520279,0,Nov,1,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,16,426.325,0,0.011904762,0,0,Nov,1,1,4,3,Returning_Visitor,FALSE,FALSE
1,11.16666667,3,63.5,28,2245.333333,0.002580645,0.028494624,36.2003121,0,Nov,4,2,1,11,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,428.5,0.025,0.0375,0,0,Dec,2,2,1,2,Returning_Visitor,TRUE,FALSE
3,82.5,0,0,12,221.125,0.015384615,0.005128205,0,0,Nov,1,2,3,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,67,0,0.05,0,0,Dec,2,2,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,731.5,0.014285714,0.042857143,0,0,Nov,2,2,4,2,New_Visitor,FALSE,TRUE
11,752.3833333,3,14,108,4575.477552,0.016945141,0.026110286,3.401438792,0,Nov,1,1,1,2,Returning_Visitor,FALSE,FALSE
3,66.5,3,65.75,152,3684.321458,0.005194805,0.010451453,12.64606692,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,21,882.75,0,0.020408163,0,0,Dec,2,2,2,2,New_Visitor,TRUE,FALSE
0,0,2,6.333333333,16,301.3333333,0.033333333,0.088888889,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,FALSE
3,29,0,0,2,11,0.075,0.075,0,0,Dec,1,1,4,8,Returning_Visitor,FALSE,FALSE
11,233.475,0,0,118,4251.208187,0,0.012659622,14.67198629,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,4,157.5,0,0.05,0,0,Nov,2,4,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,148.75,0.02,0.056666667,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
5,134.75,3,16,165,6323.853465,0.010654414,0.02804138,3.512852934,0,Nov,1,1,1,2,Returning_Visitor,FALSE,TRUE
4,93.5,0,0,293,12268.24477,0.002837838,0.01542982,2.164809711,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
2,34,2,9,174,4994.24915,0.006025974,0.015842941,0,0,Nov,2,2,1,8,Returning_Visitor,FALSE,FALSE
5,46.5,0,0,17,219.5,0.011111111,0.022222222,0,0,Dec,3,2,2,13,Returning_Visitor,FALSE,FALSE
11,365.1166667,4,65.5,149,6082.873739,0.011520436,0.027243522,0,0,Nov,1,1,3,2,Returning_Visitor,FALSE,FALSE
8,111.5416667,3,226,68,1664.14881,0.002702703,0.021846847,6.693658292,0,Dec,2,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,2,35,0,0.05,0,0,Nov,2,2,1,10,New_Visitor,FALSE,FALSE
11,118.1785714,2,91.5,162,5399.231269,0.004859086,0.014667832,14.77221948,0,Nov,2,2,4,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,6,50.83333333,0.033333333,0.05,0,0,Nov,1,1,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,68,1723.753711,0.011940299,0.023681592,0,0,Nov,3,2,5,2,Returning_Visitor,FALSE,FALSE
4,643.8333333,0,0,17,508.25,0.031578947,0.052631579,0,0,Nov,2,4,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,65.5,0.066666667,0.1,0,0,Nov,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,968.75,0.015789474,0.018421053,73.98253901,0,Dec,1,2,1,1,Returning_Visitor,FALSE,TRUE
1,56.5,0,0,19,1089.75,0,0.003508772,24.872085,0,Dec,2,2,7,2,Returning_Visitor,FALSE,TRUE
7,165.9166667,2,150.5,42,3127.078788,0.009614512,0.021287825,0,0,Nov,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,418.375,0,0.013333333,13.18554515,0,Dec,3,2,1,2,New_Visitor,TRUE,TRUE
0,0,0,0,53,2052.125,0,0.003921569,52.49862029,0,Nov,2,4,2,2,New_Visitor,TRUE,TRUE
0,0,2,12,0,0,0,0.1,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,545.5,0,0.011111111,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE,FALSE
3,37,0,0,62,1193,0.003076923,0.015384615,21.6018009,0,Nov,2,2,1,1,Returning_Visitor,FALSE,TRUE
3,143,0,0,17,331.8375,0.033333333,0.051234568,0,0,Dec,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,36,2107.583333,0.014814815,0.03287037,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,222,0,0.04,87.9029606,0,Dec,8,13,9,20,Other,FALSE,TRUE
1,13,1,28.5,39,1028.775,0,0.010436508,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE,FALSE
8,993.0833333,1,28.5,90,2776.013582,0.002380952,0.017256944,0,0,Nov,3,2,3,2,Returning_Visitor,TRUE,FALSE
2,95,0,0,24,360.5416667,0.011538462,0.017948718,0,0,Dec,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,2,50.5,95,4379.863158,0.006314433,0.033908935,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,118.25,0,0.016666667,0,0,Dec,3,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,19,347,0,0.010526316,0,0,Dec,2,2,2,1,Returning_Visitor,FALSE,FALSE
4,159,2,27.75,33,821.6825397,0.000617284,0.019343434,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,1,1,1,3,New_Visitor,FALSE,FALSE
27,853.735949,2,126.5,584,24844.1562,0.00209938,0.009346937,4.511100422,0,Nov,2,4,3,8,Returning_Visitor,FALSE,FALSE
4,91,0,0,12,197,0,0.0375,0,0,Nov,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,4,26,0,0.05,0,0,Nov,2,5,6,11,Returning_Visitor,TRUE,FALSE
0,0,3,75.5,60,2050.191803,0.008758782,0.028381703,0,0,Nov,3,2,1,3,Returning_Visitor,FALSE,FALSE
4,84.75,0,0,46,962.9011905,0.004444444,0.01212963,0,0,Dec,1,1,6,2,Returning_Visitor,FALSE,FALSE
1,183,0,0,28,586.3722222,0,0.004021164,0,0,Dec,3,2,6,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,284.5,0,0.025,0,0,Dec,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,3,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,3,2,3,3,Returning_Visitor,FALSE,FALSE
1,0,0,0,65,732.0916667,0.00625,0.0203125,2.734351538,0,Dec,2,2,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,2,0,0.2,0.2,0,0,Nov,1,1,1,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,59,0,0.066666667,0,0,Dec,1,1,3,2,Other,FALSE,FALSE
2,70.5,0,0,20,855.6666667,0,0.013157895,0,0,Nov,2,2,9,20,New_Visitor,FALSE,FALSE
1,111,0,0,13,274.5833333,0,0.016666667,0,0,Nov,1,1,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,5,111,0,0.04,0,0,Nov,2,2,1,2,New_Visitor,FALSE,FALSE
1,4,0,0,37,1828.375,0,0.013888889,8.258088766,0,Nov,4,1,2,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,5,82,0,0.04,0,0,Nov,2,2,9,8,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,247.5,0,0.00952381,0,0,Nov,2,2,9,2,New_Visitor,FALSE,TRUE
1,4,0,0,13,2123.5,0.015384615,0.030769231,42.74590431,0,Nov,2,2,1,3,Returning_Visitor,FALSE,TRUE
6,189.25,0,0,25,635.4916667,0.006666667,0.010222222,10.58098677,0,Nov,3,2,3,8,Returning_Visitor,TRUE,TRUE
5,60.5,0,0,5,50,0,0.025,0,0,Dec,8,13,9,20,Other,TRUE,TRUE
1,18,0,0,24,1332.25,0,0.008695652,0,0,Dec,2,2,1,2,New_Visitor,FALSE,FALSE
8,121.75,0,0,154,5253.069444,0.001273885,0.008832272,0,0,Nov,4,1,1,8,Returning_Visitor,TRUE,FALSE
0,0,0,0,19,593.75,0,0.014035088,0,0,Nov,2,2,1,2,New_Visitor,FALSE,FALSE
7,145,1,37.5,130,5252.861501,0.004411765,0.012009804,0.680988542,0,Nov,2,2,4,2,Returning_Visitor,FALSE,TRUE
1,33.5,0,0,18,1169,0,0.011764706,54.38258659,0,Dec,2,4,7,2,New_Visitor,FALSE,TRUE
0,0,0,0,21,987.9,0.01,0.016666667,0,0,Dec,2,4,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,59,2886.841667,0,0.025574713,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,FALSE
3,30.75,0,0,17,473.1666667,0.013333333,0.0225,0,0,Nov,1,2,3,3,Returning_Visitor,FALSE,FALSE
2,3,4,161.5,137,4791.460889,0.004373522,0.020956372,5.482895824,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
6,30.7,3,45,38,1481.783333,0.012244898,0.029387755,0,0,Nov,2,2,4,10,Returning_Visitor,FALSE,TRUE
3,65,0,0,29,386.2621212,0,0.000666667,0,0,Nov,8,2,9,2,Other,FALSE,FALSE
0,0,0,0,31,1144.972222,0.006666667,0.008333333,77.04199767,0,Dec,2,2,7,2,New_Visitor,FALSE,TRUE
7,44.29545455,0,0,44,2747.616288,0.024205128,0.062408964,0,0,Nov,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,271.5,0,0.028571429,0,0,Nov,8,2,3,2,Returning_Visitor,FALSE,FALSE
4,70.25,1,139.5,58,3022.370406,0,0.009611111,0,0,Nov,1,1,2,2,New_Visitor,FALSE,TRUE
6,479.25,0,0,51,2156.525403,0,0.011878788,6.229994739,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
2,123.75,0,0,21,938.3333333,0.01,0.016666667,218.3951915,0,Dec,1,1,3,2,Returning_Visitor,FALSE,FALSE
8,355,0,0,50,1039.599344,0.000925926,0.010164456,0,0,Nov,1,2,3,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,721.4166667,0,0.00952381,0,0,Nov,2,5,3,8,New_Visitor,TRUE,FALSE
0,0,0,0,89,3480.811706,0.002247191,0.014700375,0,0,Nov,4,2,1,1,Returning_Visitor,TRUE,TRUE
22,438.3309524,3,703.5,178,6241.687398,0.002878526,0.016885589,2.038399449,0,Nov,2,2,1,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,32,749.25,0,0.00625,0,0,Dec,2,2,3,8,New_Visitor,FALSE,FALSE
1,78,0,0,11,225.1666667,0.02,0.026666667,0,0,Nov,1,1,4,2,Returning_Visitor,FALSE,FALSE
1,40.5,0,0,49,1587.25,0,0.011538462,35.79969486,0,Nov,2,2,3,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,9,1397.666667,0.022222222,0.027777778,0,0,Nov,3,2,4,2,Returning_Visitor,FALSE,FALSE
3,201.15,0,0,17,506.1833333,0,0.001666667,0,0,Dec,1,8,3,11,New_Visitor,FALSE,FALSE
0,0,1,14,104,7181.877778,0.008843537,0.023737786,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,75.16666667,0,0,20,1173.417614,0,0.002,21.41943708,0,Nov,3,2,8,11,Returning_Visitor,FALSE,TRUE
0,0,1,36.5,17,318.25,0.011111111,0.05,17.96069044,0,Nov,2,5,1,1,Returning_Visitor,TRUE,TRUE
